Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2022,2021,Kerala,Trivandrum Rural,12.1,12.07,0.03,0.26,STABLE
2023,2022,Kerala,Wayanadu,8.39,8.36,0.03,0.36,STABLE
2024,2023,Maharashtra,Chhatrapati Sambhajinagar Railway,0.06,0.03,0.03,105.03,STABLE
2023,2022,Maharashtra,Mumbai Railway,0.06,0.03,0.03,105.03,STABLE
2023,2022,Maharashtra,Palghar,1.93,1.9,0.03,1.46,STABLE
2022,2021,Tamil Nadu,Salem City,0.35,0.32,0.03,7.81,STABLE
2022,2021,Tamil Nadu,Tiruppattur,0.32,0.29,0.03,10.8,STABLE
2023,2022,Tamil Nadu,Tiruppur City,0.14,0.11,0.03,33.04,STABLE
2022,2021,Telangana,Bhadradri Kothagudem,11.38,11.35,0.03,0.27,STABLE
2022,2021,Telangana,Kumaram Bheem Asifabad,2.51,2.48,0.03,1.28,STABLE
2023,2022,West Bengal,Sealdah GRP,0.05,0.02,0.03,120.98,STABLE
2023,2022,West Bengal,Siliguri GRP,0.05,0.02,0.03,120.98,STABLE
2022,2021,West Bengal,Sealdah GRP,0.02,0.0,0.02,,STABLE
2022,2021,West Bengal,Siliguri GRP,0.02,0.0,0.02,,STABLE
2023,2022,Bihar,Aurangabad,2.43,2.42,0.01,0.42,STABLE
2024,2023,A&N Islands,Nicobar,0.0,0.0,0.0,,STABLE
2024,2023,A&N Islands,North & Middle Andaman,1.65,1.65,0.0,0.18,STABLE
2024,2023,Andhra Pradesh,Viiayawada Railway,0.0,0.0,0.0,,STABLE
2022,2021,Arunachal Pradesh,Anjaw,0.0,0.0,0.0,,STABLE
2024,2023,Arunachal Pradesh,Changlang,2.35,2.35,0.0,0.14,STABLE
2022,2021,Arunachal Pradesh,Crime Branch,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Crime Branch,0.0,0.0,0.0,,STABLE
2024,2023,Arunachal Pradesh,Crime Branch,0.0,0.0,0.0,,STABLE
2022,2021,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,,STABLE
2024,2023,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,,STABLE
2022,2021,Arunachal Pradesh,Kamle,0.0,0.0,0.0,,STABLE
2022,2021,Arunachal Pradesh,Kra Dadi,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Kra Dadi,0.0,0.0,0.0,,STABLE
2024,2023,Arunachal Pradesh,Kra Dadi,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Leparada,0.88,0.88,-0.0,-0.38,STABLE
2024,2023,Arunachal Pradesh,Leparada,0.88,0.88,-0.0,-0.38,STABLE
2022,2021,Arunachal Pradesh,Lower Siang,2.65,2.65,-0.0,-0.0,STABLE
2023,2022,Arunachal Pradesh,Pakkessang,0.0,0.0,0.0,,STABLE
2022,2021,Arunachal Pradesh,Papum Pare Rural,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Papum Pare Rural,0.0,0.0,0.0,,STABLE
2024,2023,Arunachal Pradesh,Papum Pare Rural,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Shiyomi,0.88,0.88,-0.0,-0.38,STABLE
2023,2022,Arunachal Pradesh,Siang,1.77,1.77,0.0,0.18,STABLE
2022,2021,Arunachal Pradesh,Siang Upper,0.88,0.88,-0.0,-0.38,STABLE
2023,2022,Arunachal Pradesh,Siang Upper,0.88,0.88,-0.0,-0.38,STABLE
2023,2022,Arunachal Pradesh,Siang West,7.07,7.07,0.0,0.04,STABLE
2024,2023,Arunachal Pradesh,Siang West,7.07,7.07,0.0,0.04,STABLE
2024,2023,Arunachal Pradesh,Subansiri Lower,0.0,0.0,0.0,,STABLE
2023,2022,Arunachal Pradesh,Subansiri Upper,2.65,2.65,-0.0,-0.0,STABLE
2022,2021,Assam,BIEO,0.0,0.0,0.0,,STABLE
2023,2022,Assam,BIEO,0.0,0.0,0.0,,STABLE
2024,2023,Assam,BIEO,0.0,0.0,0.0,,STABLE
2023,2022,Assam,CID,0.0,0.0,0.0,,STABLE
2024,2023,Assam,CID,0.0,0.0,0.0,,STABLE
2023,2022,Assam,RPO,0.0,0.0,0.0,,STABLE
2024,2023,Assam,RPO,0.0,0.0,0.0,,STABLE
2022,2021,Assam,SOU,0.0,0.0,0.0,,STABLE
2023,2022,Assam,SOU,0.0,0.0,0.0,,STABLE
2024,2023,Assam,SOU,0.0,0.0,0.0,,STABLE
2022,2021,Assam,STF,0.0,0.0,0.0,,STABLE
2023,2022,Assam,STF,0.0,0.0,0.0,,STABLE
2024,2023,Assam,STF,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Anti Terrorist Squad,0.0,0.0,0.0,,STABLE
2023,2022,Bihar,Anti Terrorist Squad,0.0,0.0,0.0,,STABLE
2024,2023,Bihar,Anti Terrorist Squad,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Economic Offences Unit,0.0,0.0,0.0,,STABLE
2023,2022,Bihar,Economic Offences Unit,0.0,0.0,0.0,,STABLE
2024,2023,Bihar,Economic Offences Unit,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Jamalpur Railway,0.0,0.0,0.0,,STABLE
2023,2022,Bihar,Jamalpur Railway,0.0,0.0,0.0,,STABLE
2024,2023,Bihar,Jamalpur Railway,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Katihar,3.34,3.34,-0.0,-0.04,STABLE
2024,2023,Bihar,Muzaffarpur Railway,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Patna Railway,0.0,0.0,0.0,,STABLE
2023,2022,Bihar,Patna Railway,0.0,0.0,0.0,,STABLE
2022,2021,Bihar,Sheohar,3.05,3.05,0.0,0.08,STABLE
2023,2022,Chhattisgarh,Bizapur,0.74,0.74,-0.0,-0.32,STABLE
2022,2021,Chhattisgarh,Jashpur,7.86,7.86,-0.0,-0.02,STABLE
2022,2021,Chhattisgarh,Kanker,2.33,2.33,-0.0,-0.14,STABLE
2023,2022,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2.65,2.65,-0.0,-0.06,STABLE
2022,2021,Chhattisgarh,Narayanpur,5.6,5.6,0.0,0.05,STABLE
2023,2022,Chhattisgarh,Narayanpur,5.6,5.6,0.0,0.05,STABLE
2022,2021,D&N Haveli and Daman & Diu,Diu,1.67,1.67,0.0,0.01,STABLE
2024,2023,D&N Haveli and Daman & Diu,Diu,3.34,3.34,0.0,0.01,STABLE
2022,2021,Delhi,Crime Branch,0.0,0.0,0.0,,STABLE
2023,2022,Delhi,Crime Branch,0.0,0.0,0.0,,STABLE
2024,2023,Delhi,Crime Branch,0.0,0.0,0.0,,STABLE
2022,2021,Delhi,EOW,0.0,0.0,0.0,,STABLE
2023,2022,Delhi,EOW,0.0,0.0,0.0,,STABLE
2024,2023,Delhi,EOW,0.0,0.0,0.0,,STABLE
2022,2021,Delhi,Spl Cell,0.0,0.0,0.0,,STABLE
2023,2022,Delhi,Spl Cell,0.0,0.0,0.0,,STABLE
2024,2023,Delhi,Spl Cell,0.0,0.0,0.0,,STABLE
2022,2021,Delhi,Vigilance,0.0,0.0,0.0,,STABLE
2023,2022,Delhi,Vigilance,0.0,0.0,0.0,,STABLE
2024,2023,Delhi,Vigilance,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Arvalli,0.73,0.73,0.0,0.61,STABLE
2022,2021,Gujarat,CID Crime,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,CID Crime,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,CID Crime,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Chhotaudepur,0.55,0.55,-0.0,-0.5,STABLE
2022,2021,Gujarat,Cyber Ahmedabad Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Ahmedabad Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Ahmedabad Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Bhavnagar Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Bhavnagar Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Bhavnagar Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Border Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Border Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Border Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Gandhinagar Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Gandhinagar Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Gandhinagar Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Junagadh Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Junagadh Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Junagadh Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Panchmahal Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Panchmahal Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Panchmahal Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Rajkot Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Rajkot Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Rajkot Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Surat Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Surat Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Surat Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Cyber Vadodara Range,0.0,0.0,0.0,,STABLE
2023,2022,Gujarat,Cyber Vadodara Range,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,Cyber Vadodara Range,0.0,0.0,0.0,,STABLE
2022,2021,Gujarat,Surat City,4.72,4.72,0.0,0.03,STABLE
2024,2023,Gujarat,W Rly Ahmedabad,0.0,0.0,0.0,,STABLE
2024,2023,Gujarat,W Rly Vadodara,0.0,0.0,0.0,,STABLE
2022,2021,Haryana,Irrigation & Power,0.0,0.0,0.0,,STABLE
2023,2022,Haryana,Irrigation & Power,0.0,0.0,0.0,,STABLE
2024,2023,Haryana,Irrigation & Power,0.0,0.0,0.0,,STABLE
2023,2022,Haryana,Panchkula,26.49,26.49,-0.0,-0.01,STABLE
2022,2021,Himachal Pradesh,CID,0.0,0.0,0.0,,STABLE
2023,2022,Himachal Pradesh,CID,0.0,0.0,0.0,,STABLE
2024,2023,Himachal Pradesh,CID,0.0,0.0,0.0,,STABLE
2022,2021,Himachal Pradesh,Cyber,0.0,0.0,0.0,,STABLE
2023,2022,Himachal Pradesh,Cyber,0.0,0.0,0.0,,STABLE
2024,2023,Himachal Pradesh,Cyber,0.0,0.0,0.0,,STABLE
2022,2021,Himachal Pradesh,GRP,0.0,0.0,0.0,,STABLE
2023,2022,Himachal Pradesh,GRP,0.0,0.0,0.0,,STABLE
2024,2023,Himachal Pradesh,GRP,0.0,0.0,0.0,,STABLE
2022,2021,Himachal Pradesh,Lahaul & Spiti,0.11,0.11,0.0,3.16,STABLE
2024,2023,Himachal Pradesh,Lahaul & Spiti,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Anti Narcotic Task Force Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Anti Narcotic Task Force Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Anti Narcotic Task Force Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Anti Narcotic Task Force Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Anti Narcotic Task Force Kashmir,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Bandipora,2.23,2.23,0.0,0.12,STABLE
2024,2023,Jammu & Kashmir,Bandipora,1.39,1.39,-0.0,-0.15,STABLE
2024,2023,Jammu & Kashmir,Budgam,3.34,3.34,-0.0,-0.03,STABLE
2023,2022,Jammu & Kashmir,CICE Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,CICE Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,CICE Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,CICE Kashmir,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Cyber Crime Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Cyber Crime Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Cyber Crime Jammu,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Cyber Crime Kashmir,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Cyber Crime Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Cyber Crime Kashmir,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,EOW Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,EOW Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,EOW Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,EOW Kashmir,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Railways Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Railways Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Railways Jammu,0.0,0.0,0.0,,STABLE
2022,2021,Jammu & Kashmir,Railways Kashmir,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Railways Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Railways Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Railways Katra,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Special Crime Wing Jammu,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Special Crime Wing Jammu,0.0,0.0,0.0,,STABLE
2023,2022,Jammu & Kashmir,Special Crime Wing Kashmir,0.0,0.0,0.0,,STABLE
2024,2023,Jammu & Kashmir,Special Crime Wing Kashmir,0.0,0.0,0.0,,STABLE
2022,2021,Jharkhand,Dhanbad Railway,0.0,0.0,0.0,,STABLE
2023,2022,Jharkhand,Dhanbad Railway,0.0,0.0,0.0,,STABLE
2024,2023,Jharkhand,Dhanbad Railway,0.0,0.0,0.0,,STABLE
2024,2023,Jharkhand,Giridih,3.09,3.09,-0.0,-0.12,STABLE
2022,2021,Jharkhand,Jamshedpur Railway,0.0,0.0,0.0,,STABLE
2023,2022,Jharkhand,Jamshedpur Railway,0.0,0.0,0.0,,STABLE
2024,2023,Jharkhand,Jamshedpur Railway,0.0,0.0,0.0,,STABLE
2023,2022,Kerala,Crime Branch,0.0,0.0,0.0,,STABLE
2024,2023,Kerala,Crime Branch,0.0,0.0,0.0,,STABLE
2023,2022,Kerala,Thrissur Rural,8.27,8.27,-0.0,-0.05,STABLE
2024,2023,Lakshadweep,Lakshadweep,5.39,5.39,-0.0,-0.09,STABLE
2024,2023,Lakshadweep,Total Districts ,5.39,5.39,-0.0,-0.09,STABLE
2022,2021,Madhya Pradesh,Cyber Crime Cell,0.0,0.0,0.0,,STABLE
2023,2022,Madhya Pradesh,Cyber Crime Cell,0.0,0.0,0.0,,STABLE
2024,2023,Madhya Pradesh,Cyber Crime Cell,0.0,0.0,0.0,,STABLE
2023,2022,Madhya Pradesh,Indore Railway,0.06,0.06,0.0,1.87,STABLE
2023,2022,Madhya Pradesh,Jabalpur Railway,0.18,0.18,0.0,1.87,STABLE
2022,2021,Maharashtra,Aurangabad Railway,0.03,0.03,0.0,2.52,STABLE
2024,2023,Maharashtra,Bhandara,3.48,3.48,0.0,0.08,STABLE
2023,2022,Maharashtra,Nagpur Railway,0.0,0.0,0.0,,STABLE
2022,2021,Maharashtra,Osmanabad,9.39,9.39,-0.0,-0.0,STABLE
2024,2023,Maharashtra,Pune Railway,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,CID,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,CID,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,CID,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Chandel,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Chandel,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Jiribam,0.27,0.27,-0.0,-1.48,STABLE
2023,2022,Manipur,Jiribam,0.27,0.27,-0.0,-1.48,STABLE
2022,2021,Manipur,Kakching,1.1,1.1,0.0,0.35,STABLE
2022,2021,Manipur,Kamjong,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Kamjong,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Kamjong,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Kangpokpi,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Kangpokpi,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Kangpokpi,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Narcotic,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Narcotic,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Narcotic,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Noney,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Noney,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Noney,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Pherzawl,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Pherzawl,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Pherzawl,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Senapati,0.0,0.0,0.0,,STABLE
2022,2021,Manipur,Tamenglong,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Tamenglong,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Tamenglong,0.0,0.0,0.0,,STABLE
2023,2022,Manipur,Tengnoupal,0.0,0.0,0.0,,STABLE
2024,2023,Manipur,Ukhrul,0.0,0.0,0.0,,STABLE
2022,2021,Meghalaya,Cyber Cell,0.0,0.0,0.0,,STABLE
2023,2022,Meghalaya,Cyber Cell,0.0,0.0,0.0,,STABLE
2024,2023,Meghalaya,Cyber Cell,0.0,0.0,0.0,,STABLE
2022,2021,Meghalaya,Garo Hills East,2.02,2.02,0.0,0.21,STABLE
2023,2022,Meghalaya,Garo Hills South,1.01,1.01,0.0,0.21,STABLE
2022,2021,Meghalaya,Khasi Hills East,9.41,9.41,0.0,0.04,STABLE
2023,2022,Meghalaya,Khasi Hills East,9.41,9.41,0.0,0.04,STABLE
2022,2021,Meghalaya,Khasi Hills South West,0.67,0.67,-0.0,-0.28,STABLE
2022,2021,Meghalaya,Khasi Hills West,3.36,3.36,0.0,0.02,STABLE
2023,2022,Meghalaya,Ri-Bhoi,3.7,3.7,0.0,0.12,STABLE
2023,2022,Mizoram,Aizawl,2.82,2.82,-0.0,-0.14,STABLE
2024,2023,Mizoram,Crime and EOU,0.0,0.0,0.0,,STABLE
2022,2021,Mizoram,Cyber,0.0,0.0,0.0,,STABLE
2023,2022,Mizoram,Cyber,0.0,0.0,0.0,,STABLE
2024,2023,Mizoram,Cyber,0.0,0.0,0.0,,STABLE
2023,2022,Mizoram,Hnahthial,1.27,1.27,0.0,0.15,STABLE
2023,2022,Mizoram,Khawzawl,0.0,0.0,0.0,,STABLE
2024,2023,Mizoram,Mamit,2.01,2.01,-0.0,-0.19,STABLE
2022,2021,Mizoram,Saiha,0.0,0.0,0.0,,STABLE
2022,2021,Mizoram,Saitual,0.0,0.0,0.0,,STABLE
2023,2022,Mizoram,Saitual,0.0,0.0,0.0,,STABLE
2024,2023,Mizoram,Saitual,0.0,0.0,0.0,,STABLE
2022,2021,Mizoram,Serchhip,0.0,0.0,0.0,,STABLE
2022,2021,Mizoram,Spl Narcotic,0.0,0.0,0.0,,STABLE
2023,2022,Mizoram,Spl Narcotic,0.0,0.0,0.0,,STABLE
2024,2023,Mizoram,Spl Narcotic,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Crime,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Cyber Security,0.0,0.0,0.0,,STABLE
2023,2021,Nagaland,Kiphire,0.0,0.0,0.0,,STABLE
2023,2021,Nagaland,Mokokchung,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Narcotics,0.0,0.0,0.0,,STABLE
2023,2021,Nagaland,Phek,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Phek,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Shamator,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Tseminyu,0.0,0.0,0.0,,STABLE
2023,2021,Nagaland,Wokha,0.0,0.0,0.0,,STABLE
2024,2023,Nagaland,Wokha,0.0,0.0,0.0,,STABLE
2023,2021,Nagaland,Zunheboto,0.0,0.0,0.0,,STABLE
2022,2021,Odisha,CID CB,0.0,0.0,0.0,,STABLE
2023,2022,Odisha,CID CB,0.0,0.0,0.0,,STABLE
2022,2021,Odisha,Khurda,7.75,7.75,-0.0,-0.01,STABLE
2023,2022,Odisha,SRP(Cuttack),0.06,0.06,-0.0,-1.69,STABLE
2023,2022,Odisha,SRP(Rourkela),0.0,0.0,0.0,,STABLE
2022,2021,Puducherry,Karaikal,0.0,0.0,0.0,,STABLE
2023,2022,Puducherry,Total Districts ,2.87,2.87,-0.0,-0.07,STABLE
2023,2022,Punjab,Bureau of Investigation,0.06,0.06,0.0,1.01,STABLE
2024,2023,Punjab,Cyber Crime Wing,0.0,0.0,0.0,,STABLE
2022,2021,Punjab,Gurdaspur,2.95,2.95,-0.0,-0.04,STABLE
2022,2021,Punjab,Intelligence Wing,0.0,0.0,0.0,,STABLE
2023,2022,Punjab,Intelligence Wing,0.0,0.0,0.0,,STABLE
2024,2023,Punjab,Intelligence Wing,0.0,0.0,0.0,,STABLE
2024,2023,Punjab,Muktsar,1.35,1.35,0.0,0.01,STABLE
2023,2022,Punjab,Patiala,8.49,8.49,0.0,0.05,STABLE
2022,2021,Punjab,Special Task Force,0.0,0.0,0.0,,STABLE
2023,2022,Punjab,Special Task Force,0.0,0.0,0.0,,STABLE
2024,2023,Punjab,Special Task Force,0.0,0.0,0.0,,STABLE
2024,2023,Rajasthan,ATS & SOG,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,Churu,25.79,25.79,-0.0,-0.02,STABLE
2022,2021,Rajasthan,Jaipur Crime,0.0,0.0,0.0,,STABLE
2023,2022,Rajasthan,Jaipur Crime,0.0,0.0,0.0,,STABLE
2024,2023,Rajasthan,Jaipur Crime,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,Jaipur Metro,0.0,0.0,0.0,,STABLE
2023,2022,Rajasthan,Jaipur Metro,0.0,0.0,0.0,,STABLE
2024,2023,Rajasthan,Jaipur Metro,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,Jaisalmer,12.46,12.46,-0.0,-0.01,STABLE
2024,2023,Rajasthan,Jodhpur Crime,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,SCRB,0.0,0.0,0.0,,STABLE
2023,2022,Rajasthan,SCRB,0.0,0.0,0.0,,STABLE
2024,2023,Rajasthan,SCRB,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,SOG,0.0,0.0,0.0,,STABLE
2022,2021,Rajasthan,SSB,0.0,0.0,0.0,,STABLE
2023,2022,Rajasthan,SSB,0.0,0.0,0.0,,STABLE
2024,2023,Rajasthan,SSB,0.0,0.0,0.0,,STABLE
2023,2021,Sikkim,CID,0.0,0.0,0.0,,STABLE
2024,2023,Sikkim,CID,0.0,0.0,0.0,,STABLE
2023,2022,Sikkim,Mangan (North),0.08,0.08,-0.0,-2.44,STABLE
2021,2021,Sikkim,North,0.0,0.0,0.0,,STABLE
2023,2022,Sikkim,Pakyong (East),0.16,0.16,-0.0,-2.44,STABLE
2024,2023,Tamil Nadu,Ariyalur,2.07,2.07,-0.0,-0.17,STABLE
2023,2022,Tamil Nadu,Coimbatore City,1.06,1.06,0.0,0.37,STABLE
2022,2021,Tamil Nadu,Cyber Cell,0.0,0.0,0.0,,STABLE
2023,2022,Tamil Nadu,Cyber Cell,0.0,0.0,0.0,,STABLE
2024,2023,Tamil Nadu,Cyber Cell,0.0,0.0,0.0,,STABLE
2023,2022,Tamil Nadu,Kanyakumari,0.25,0.25,-0.0,-1.07,STABLE
2022,2021,Tamil Nadu,Madurai City,2.83,2.83,-0.0,-0.12,STABLE
2022,2021,Tamil Nadu,Other Units,0.0,0.0,0.0,,STABLE
2023,2022,Tamil Nadu,Other Units,0.0,0.0,0.0,,STABLE
2024,2023,Tamil Nadu,Other Units,0.0,0.0,0.0,,STABLE
2023,2022,Tamil Nadu,Railway Chennai,0.0,0.0,0.0,,STABLE
2024,2023,Tamil Nadu,Railway Chennai,0.0,0.0,0.0,,STABLE
2022,2021,Tamil Nadu,Railway Trichy,0.0,0.0,0.0,,STABLE
2024,2023,Tamil Nadu,Salem,0.3,0.3,0.0,0.11,STABLE
2022,2021,Telangana,Railway Police Secunderabad,0.03,0.03,0.0,6.53,STABLE
2024,2023,Telangana,Railway Police Secunderabad,0.0,0.0,0.0,,STABLE
2022,2021,Tripura,GRP,0.0,0.0,0.0,,STABLE
2023,2022,Tripura,GRP,0.0,0.0,0.0,,STABLE
2024,2023,Tripura,GRP,0.0,0.0,0.0,,STABLE
2023,2022,Uttar Pradesh,Etawah,8.19,8.19,-0.0,-0.01,STABLE
2024,2023,Uttar Pradesh,Shrawasti,3.04,3.04,0.0,0.16,STABLE
2022,2021,Uttarakhand,Cyber Cell,0.0,0.0,0.0,,STABLE
2023,2022,Uttarakhand,Cyber Cell,0.0,0.0,0.0,,STABLE
2024,2023,Uttarakhand,Cyber Cell,0.0,0.0,0.0,,STABLE
2024,2023,Uttarakhand,GRP,0.0,0.0,0.0,,STABLE
2022,2021,Uttarakhand,Rudra Prayag,0.14,0.14,0.0,0.49,STABLE
2023,2022,West Bengal,Barasat,17.99,17.99,0.0,0.01,STABLE
2022,2021,West Bengal,Howrah GRP,0.0,0.0,0.0,,STABLE
2023,2022,West Bengal,Howrah GRP,0.0,0.0,0.0,,STABLE
2024,2023,West Bengal,Howrah GRP,0.0,0.0,0.0,,STABLE
2022,2021,West Bengal,Kharagpur GRP,0.0,0.0,0.0,,STABLE
2023,2022,West Bengal,Kharagpur GRP,0.0,0.0,0.0,,STABLE
2022,2021,West Bengal,Purulia,5.39,5.39,0.0,0.09,STABLE
2022,2021,West Bengal,Raiganj,5.27,5.27,-0.0,-0.04,STABLE
2024,2023,West Bengal,Sealdah GRP,0.05,0.05,0.0,10.49,STABLE
2024,2023,West Bengal,Siliguri GRP,0.05,0.05,0.0,10.49,STABLE
2023,2022,Andhra Pradesh,Viiayawada Railway,0.0,0.02,-0.02,-100.0,STABLE
2024,2023,Gujarat,Surat Rural,0.47,0.49,-0.02,-3.32,STABLE
2022,2021,Bihar,Katihar Railway,0.0,0.03,-0.03,-100.0,STABLE
2024,2023,Bihar,Katihar Railway,0.0,0.03,-0.03,-100.0,STABLE
2023,2022,Bihar,Muzaffarpur Railway,0.0,0.03,-0.03,-100.0,STABLE
2023,2022,Gujarat,Dang,0.07,0.1,-0.03,-32.46,STABLE
2022,2021,Gujarat,Gir Somnath,1.11,1.14,-0.03,-2.64,STABLE
